"ID_CLIENTE";"AÑOMES_ENCUESTA";"FECHA_ENCUESTA";"NPS"
"1366-79";202503;2025-03-03;6
"1367-16";202206;2022-06-01;7
"1367-84";202508;2025-08-01;6
"1367-87";202201;2022-01-03;9
"1368-38";202509;2025-09-01;5
"1368-47";202406;2024-06-03;6
"1368-76";202209;2022-09-01;8
"1369-47";202511;2025-11-03;5
"1369-82";202305;2023-05-02;8
"1371-72";202511;2025-11-03;5
"1372-32";202404;2024-04-01;5
"1373-83";202405;2024-05-02;8
"1375-24";202507;2025-07-01;7
"1375-57";202508;2025-08-01;8
"1375-81";202511;2025-11-03;5
"1376-22";202503;2025-03-03;8
"1380-16";202409;2024-09-02;5
"1380-71";202311;2023-11-02;5
"1381-20";202401;2024-01-02;7
"1384-14";202505;2025-05-02;6
"1389-49";202509;2025-09-01;7
"1390-25";202505;2025-05-02;6
"1393-29";202402;2024-02-01;7
"1393-70";202308;2023-08-01;7
"1393-83";202309;2023-09-01;7
"1393-92";202510;2025-10-01;5
"1395-10";202409;2024-09-02;7
"1395-67";202406;2024-06-03;8
"1396-34";202305;2023-05-02;8
"1397-83";202409;2024-09-02;7
"1398-52";202508;2025-08-01;7
"1403-31";202509;2025-09-01;6
"1403-66";202504;2025-04-01;7
"1404-53";202506;2025-06-02;8
"1404-83";202307;2023-07-03;5
"1405-84";202303;2023-03-01;7
"1406-50";202511;2025-11-03;6
"1407-49";202401;2024-01-02;7
"1407-69";202507;2025-07-01;7
"1407-70";202501;2025-01-02;7
"1408-80";202412;2024-12-02;7
"1408-86";202207;2022-07-01;7
"1409-25";202212;2022-12-01;6
"1409-95";202511;2025-11-03;7
"1410-11";202304;2023-04-03;8
"1411-31";202403;2024-03-01;5
"1412-77";202509;2025-09-01;5
"1413-14";202308;2023-08-01;9
"1413-27";202502;2025-02-03;7
"1413-68";202206;2022-06-01;7
"1415-38";202501;2025-01-02;5
"1415-78";202503;2025-03-03;6
"1417-15";202508;2025-08-01;6
"1417-68";202501;2025-01-02;7
"1418-96";202306;2023-06-01;7
"1419-33";202509;2025-09-01;6
"1419-48";202204;2022-04-01;8
"1421-42";202512;2025-12-01;6
"1424-25";202403;2024-03-01;6
"1424-30";202407;2024-07-01;5
"1424-64";202507;2025-07-01;5
"1425-25";202510;2025-10-01;7
"1426-53";202509;2025-09-01;5
"1426-77";202403;2024-03-01;7
"1427-25";202511;2025-11-03;6
"1431-10";202512;2025-12-01;6
"1435-65";202302;2023-02-01;7
"1436-70";202505;2025-05-02;8
"1438-36";202508;2025-08-01;7
"1438-39";202212;2022-12-01;8
"1438-48";202511;2025-11-03;6
"1438-60";202406;2024-06-03;7
"1438-85";202511;2025-11-03;6
"1439-77";202310;2023-10-02;6
"1441-35";202202;2022-02-01;9
"1442-65";202502;2025-02-03;6
"1443-25";202509;2025-09-01;6
"1445-11";202506;2025-06-02;7
"1446-54";202410;2024-10-01;5
"1447-59";202511;2025-11-03;6
"1448-32";202306;2023-06-01;7
"1448-81";202309;2023-09-01;7
"1448-89";202505;2025-05-02;6
"1449-49";202402;2024-02-01;7
"1450-41";202504;2025-04-01;6
"1451-38";202404;2024-04-01;7
"1452-65";202404;2024-04-01;6
"1454-28";202204;2022-04-01;8
"1454-72";202312;2023-12-01;6
"1456-77";202506;2025-06-02;7
"1457-37";202304;2023-04-03;5
"1463-34";202309;2023-09-01;7
"1464-42";202508;2025-08-01;5
"1465-12";202412;2024-12-02;6
"1465-40";202507;2025-07-01;6
"1465-70";202211;2022-11-02;8
"1465-75";202310;2023-10-02;7
"1466-30";202411;2024-11-04;7
"1468-91";202211;2022-11-02;7
"1470-11";202307;2023-07-03;6
"1470-65";202503;2025-03-03;6
"1472-11";202301;2023-01-02;6
"1473-35";202312;2023-12-01;5
"1473-38";202510;2025-10-01;5
"1474-27";202409;2024-09-02;7
"1474-37";202501;2025-01-02;8
"1475-15";202406;2024-06-03;7
"1477-57";202512;2025-12-01;6
"1477-82";202505;2025-05-02;5
"1477-89";202305;2023-05-02;6
"1479-58";202311;2023-11-02;8
"1479-80";202505;2025-05-02;6
"1480-18";202512;2025-12-01;5
"1480-36";202303;2023-03-01;5
"1482-11";202508;2025-08-01;6
"1482-73";202303;2023-03-01;10
"1482-84";202504;2025-04-01;5
"1483-69";202312;2023-12-01;5
"1483-86";202312;2023-12-01;8
"1484-71";202510;2025-10-01;5
"1484-75";202512;2025-12-01;5
"1485-65";202304;2023-04-03;8
"1486-70";202404;2024-04-01;6
"1486-86";202503;2025-03-03;6
"1487-43";202409;2024-09-02;6
"1488-80";202508;2025-08-01;9
"1490-63";202405;2024-05-02;9
"1491-13";202511;2025-11-03;6
"1494-98";202403;2024-03-01;6
"1499-70";202403;2024-03-01;8
"1500-23";202212;2022-12-01;9
"1502-15";202301;2023-01-02;7
"1502-57";202402;2024-02-01;6
"1502-63";202409;2024-09-02;7
"1503-45";202405;2024-05-02;5
"1503-54";202301;2023-01-02;9
"1504-80";202304;2023-04-03;6
"1505-57";202406;2024-06-03;7
"1508-73";202512;2025-12-01;5
"1508-85";202303;2023-03-01;9
"1509-81";202508;2025-08-01;6
"1509-98";202512;2025-12-01;7
"1511-28";202511;2025-11-03;5
"1511-59";202506;2025-06-02;6
"1512-29";202512;2025-12-01;7
"1513-68";202409;2024-09-02;8
"1514-88";202502;2025-02-03;7
"1517-32";202411;2024-11-04;6
"1517-46";202511;2025-11-03;6
"1517-71";202408;2024-08-01;6
"1519-45";202503;2025-03-03;5
"1519-83";202407;2024-07-01;6
"1521-24";202411;2024-11-04;8
"1522-39";202411;2024-11-04;8
"1522-42";202404;2024-04-01;6
"1522-57";202507;2025-07-01;7
"1524-13";202503;2025-03-03;8
"1524-16";202501;2025-01-02;5
"1527-17";202402;2024-02-01;8
"1530-33";202505;2025-05-02;7
"1531-21";202509;2025-09-01;5
"1531-31";202409;2024-09-02;6
"1532-83";202510;2025-10-01;6
"1533-92";202409;2024-09-02;6
"1534-55";202412;2024-12-02;7
"1535-49";202411;2024-11-04;7
"1535-64";202211;2022-11-02;7
"1537-63";202510;2025-10-01;4
"1538-18";202510;2025-10-01;4
"1539-70";202411;2024-11-04;7
"1540-18";202506;2025-06-02;6
"1540-81";202511;2025-11-03;5
"1541-11";202303;2023-03-01;7
"1543-11";202502;2025-02-03;7
"1543-50";202302;2023-02-01;8
"1544-41";202503;2025-03-03;8
"1544-51";202409;2024-09-02;6
"1545-69";202407;2024-07-01;7
"1547-93";202505;2025-05-02;7
"1547-97";202411;2024-11-04;6
"1548-17";202509;2025-09-01;4
"1549-47";202308;2023-08-01;6
"1549-89";202302;2023-02-01;7
"1549-99";202401;2024-01-02;7
"1551-32";202507;2025-07-01;5
"1553-26";202405;2024-05-02;6
"1553-33";202210;2022-10-03;7
"1553-61";202508;2025-08-01;6
"1554-25";202511;2025-11-03;7
"1554-27";202401;2024-01-02;7
"1557-76";202508;2025-08-01;8
"1557-79";202401;2024-01-02;6
"1558-61";202411;2024-11-04;5
"1559-35";202504;2025-04-01;6
"1560-66";202505;2025-05-02;6
"1561-76";202510;2025-10-01;8
"1562-36";202412;2024-12-02;4
"1562-84";202505;2025-05-02;6
"1563-84";202402;2024-02-01;8
"1564-81";202510;2025-10-01;5
"1565-12";202305;2023-05-02;8
"1565-34";202506;2025-06-02;6
"1565-62";202409;2024-09-02;7
"1568-43";202512;2025-12-01;4
"1571-69";202311;2023-11-02;7
"1572-66";202506;2025-06-02;5
"1574-76";202403;2024-03-01;7
"1576-64";202509;2025-09-01;5
"1577-50";202312;2023-12-01;8
"1577-53";202507;2025-07-01;8
"1578-37";202306;2023-06-01;6
"1578-92";202405;2024-05-02;6
"1579-53";202512;2025-12-01;6
"1580-70";202311;2023-11-02;6
"1581-27";202512;2025-12-01;7
"1581-70";202510;2025-10-01;5
"1583-77";202308;2023-08-01;4
"1583-91";202404;2024-04-01;7
"1584-15";202207;2022-07-01;7
"1584-72";202403;2024-03-01;8
"1584-73";202508;2025-08-01;4
"1586-77";202506;2025-06-02;5
"1586-78";202509;2025-09-01;5
"1587-37";202508;2025-08-01;5
"1588-32";202302;2023-02-01;8
"1588-44";202502;2025-02-03;5
"1588-97";202404;2024-04-01;6
"1589-16";202506;2025-06-02;8
"1589-24";202508;2025-08-01;6
"1589-85";202411;2024-11-04;6
"1593-90";202509;2025-09-01;7
"1594-23";202512;2025-12-01;6
"1594-78";202507;2025-07-01;8
"1596-95";202408;2024-08-01;5
"1598-10";202403;2024-03-01;5
"1600-95";202306;2023-06-01;7
"1601-69";202203;2022-03-01;9
"1601-90";202510;2025-10-01;7
"1603-72";202412;2024-12-02;5
"1605-33";202312;2023-12-01;8
"1605-61";202510;2025-10-01;6
"1606-69";202406;2024-06-03;7
"1607-21";202411;2024-11-04;6
"1607-61";202509;2025-09-01;5
"1608-19";202502;2025-02-03;8
"1608-34";202512;2025-12-01;6
"1609-11";202412;2024-12-02;7
"1609-58";202512;2025-12-01;5
"1609-96";202511;2025-11-03;7
"1610-59";202509;2025-09-01;6
"1610-63";202504;2025-04-01;7
"1610-64";202405;2024-05-02;6
"1611-37";202408;2024-08-01;6
"1612-99";202405;2024-05-02;7
"1613-27";202402;2024-02-01;5
"1614-10";202512;2025-12-01;4
"1614-31";202206;2022-06-01;8
"1614-90";202512;2025-12-01;5
"1615-99";202303;2023-03-01;7
"1616-95";202312;2023-12-01;6
"1617-35";202509;2025-09-01;5
"1617-95";202409;2024-09-02;6
"1618-34";202309;2023-09-01;9
"1620-98";202507;2025-07-01;5
"1621-96";202505;2025-05-02;5
"1622-19";202505;2025-05-02;5
"1623-34";202509;2025-09-01;5
"1623-98";202412;2024-12-02;6
"1624-90";202512;2025-12-01;7
"1625-76";202304;2023-04-03;7
"1629-51";202307;2023-07-03;7
"1630-57";202510;2025-10-01;7
"1631-97";202508;2025-08-01;4
"1632-62";202508;2025-08-01;7
"1633-32";202211;2022-11-02;7
"1633-84";202507;2025-07-01;6
"1634-15";202511;2025-11-03;5
"1634-70";202505;2025-05-02;5
"1634-72";202402;2024-02-01;6
"1635-15";202408;2024-08-01;6
"1635-41";202511;2025-11-03;6
"1635-45";202409;2024-09-02;6
"1636-16";202405;2024-05-02;6
"1637-96";202512;2025-12-01;5
"1638-17";202206;2022-06-01;6
"1638-61";202410;2024-10-01;7
"1639-80";202411;2024-11-04;7
"1640-17";202405;2024-05-02;5
"1640-71";202304;2023-04-03;8
"1641-24";202502;2025-02-03;7
"1641-46";202409;2024-09-02;7
"1642-17";202401;2024-01-02;6
"1642-55";202512;2025-12-01;7
"1643-63";202403;2024-03-01;7
"1644-49";202406;2024-06-03;8
"1648-20";202207;2022-07-01;6
"1648-31";202507;2025-07-01;6
"1648-70";202511;2025-11-03;6
"1651-10";202506;2025-06-02;7
"1651-82";202509;2025-09-01;5
"1652-62";202512;2025-12-01;7
"1653-76";202505;2025-05-02;7
"1654-13";202307;2023-07-03;7
"1654-16";202312;2023-12-01;8
"1654-39";202306;2023-06-01;7
"1654-97";202411;2024-11-04;7
"1655-38";202512;2025-12-01;6
"1656-47";202508;2025-08-01;5
"1657-87";202409;2024-09-02;6
"1658-16";202209;2022-09-01;8
"1658-24";202506;2025-06-02;5
"1659-25";202210;2022-10-03;8
"1659-49";202505;2025-05-02;7
"1659-67";202202;2022-02-01;8
"1660-16";202412;2024-12-02;7
"1660-24";202404;2024-04-01;5
"1661-36";202502;2025-02-03;5
"1662-55";202511;2025-11-03;6
"1665-80";202502;2025-02-03;7
"1665-86";202511;2025-11-03;5
"1666-40";202505;2025-05-02;4
"1669-38";202504;2025-04-01;8
"1669-55";202506;2025-06-02;7
"1672-75";202308;2023-08-01;7
"1672-96";202511;2025-11-03;7
"1673-10";202301;2023-01-02;9
"1673-45";202412;2024-12-02;4
"1673-77";202312;2023-12-01;7
"1674-67";202508;2025-08-01;6
"1674-82";202402;2024-02-01;7
"1676-17";202508;2025-08-01;6
"1676-56";202401;2024-01-02;8
"1677-68";202304;2023-04-03;8
"1678-25";202502;2025-02-03;3
"1679-68";202508;2025-08-01;7
"1679-74";202407;2024-07-01;8
"1680-26";202501;2025-01-02;6
"1680-35";202312;2023-12-01;6
"1681-24";202311;2023-11-02;7
"1682-25";202512;2025-12-01;5
"1682-55";202502;2025-02-03;8
"1682-73";202503;2025-03-03;6
"1683-20";202406;2024-06-03;8
"1683-95";202511;2025-11-03;4
"1686-62";202311;2023-11-02;7
"1687-31";202503;2025-03-03;6
"1688-28";202510;2025-10-01;6
"1689-18";202508;2025-08-01;4
"1689-19";202508;2025-08-01;6
"1690-94";202512;2025-12-01;6
"1693-25";202510;2025-10-01;4
"1693-69";202302;2023-02-01;8
