"ID_CLIENTE";"NEMO"
"1045-31";"BSANTANDER.SN"
"1048-17";"IAM.SN"
"1048-17";"RIPLEY.SN"
"1048-17";"CMPC.SN"
"1048-17";"SQM-B.SN"
"1048-17";"ITAUCL.SN"
"1048-17";"BSANTANDER.SN"
"1048-17";"AGUAS-A.SN"
"1048-17";"HABITAT.SN"
"1048-17";"LTM.SN"
"1048-17";"PARAUCO.SN"
"1050-66";"CHILE.SN"
"1050-66";"RIPLEY.SN"
"1050-66";"SQM-B.SN"
"1050-66";"SMU.SN"
"1050-66";"BCI.SN"
"1050-84";"PROVIDA.SN"
"1050-84";"SMU.SN"
"1050-84";"NVDA"
"1050-84";"INTC"
"1050-84";"COPEC.SN"
"1050-84";"MU"
"1050-84";"VFC"
"1050-91";"COPEC.SN"
"1050-91";"BSANTANDER.SN"
"1050-91";"ILC.SN"
"1050-91";"HITES.SN"
"1050-91";"PARAUCO.SN"
"1050-91";"VAPORES.SN"
"1052-83";"COLBUN.SN"
"1052-83";"FALABELLA.SN"
"1052-83";"ITAUCL.SN"
"1052-83";"IAM.SN"
"1060-66";"BCI.SN"
"1060-66";"COPEC.SN"
"1061-44";"SOQUICOM.SN"
"1061-44";"FALABELLA.SN"
"1061-44";"ENELAM.SN"
"1061-44";"BSANTANDER.SN"
"1061-44";"IAM.SN"
"1061-44";"MALLPLAZA.SN"
"1061-44";"SQM-A.SN"
"1061-44";"VAPORES.SN"
"1061-69";"FALABELLA.SN"
"1061-69";"AGUAS-A.SN"
"1061-69";"CENCOSUD.SN"
"1061-69";"SALFACORP.SN"
"1065-82";"BKR"
"1065-82";"T"
"1065-82";"NFLX"
"1065-82";"CMCSA"
"1065-82";"INTC"
"1065-82";"PFE"
"1065-82";"PYPL"
"1065-82";"AAPL"
"1065-82";"GOOG"
"1065-82";"TSLA"
"1068-97";"ENELGXCH.SN"
"1069-53";"KEY"
"1069-53";"TSLA"
"1069-53";"WMB"
"1069-53";"F"
"1069-53";"HBAN"
"1069-53";"AAPL"
"1069-53";"NFLX"
"1069-53";"NVDA"
"1069-53";"GOOGL"
"1075-40";"BCI.SN"
"1075-40";"CONCHATORO.SN"
"1075-40";"COPEC.SN"
"1075-40";"IAM.SN"
"1075-40";"ENELCHILE.SN"
"1075-40";"ENELAM.SN"
"1075-40";"CHILE.SN"
"1076-20";"AVGO"
"1076-20";"BAC"
"1076-20";"INTC"
"1076-20";"MCHP"
"1076-71";"BCI.SN"
"1076-71";"IAM.SN"
"1076-71";"SQM-B.SN"
"1076-71";"ENELCHILE.SN"
"1076-71";"ENELAM.SN"
"1076-71";"FALABELLA.SN"
"1076-71";"SMU.SN"
"1076-71";"LTM.SN"
"1076-71";"MASISA.SN"
"1082-47";"BAC"
"1082-47";"MALLPLAZA.SN"
"1082-47";"META"
"1082-47";"ENELAM.SN"
"1082-47";"LTM.SN"
"1082-47";"NFLX"
"1082-47";"F"
"1082-47";"ANTARCHILE.SN"
"1082-47";"BCI.SN"
"1082-47";"SALFACORP.SN"
"1083-28";"LTM.SN"
"1083-28";"HABITAT.SN"
"1083-28";"COLBUN.SN"
"1083-28";"ENELAM.SN"
"1083-28";"ENELCHILE.SN"
"1084-86";"WBD"
"1084-86";"NVDA"
"1085-14";"BSANTANDER.SN"
"1085-14";"ANDINA-B.SN"
"1085-14";"IAM.SN"
"1087-58";"COLBUN.SN"
"1087-58";"ORO-BLANCO.SN"
"1087-58";"CENCOSUD.SN"
"1087-58";"ANDINA-B.SN"
"1087-58";"SOQUICOM.SN"
"1087-58";"MALLPLAZA.SN"
"1087-58";"AAISA.SN"
"1087-58";"ITAUCL.SN"
"1091-16";"CCU.SN"
"1091-16";"ZOFRI.SN"
"1091-16";"HITES.SN"
"1091-16";"BCI.SN"
"1091-16";"FALABELLA.SN"
"1091-16";"SOQUICOM.SN"
"1091-16";"SQM-B.SN"
"1091-16";"COPEC.SN"
"1096-32";"GOOG"
"1096-32";"AMD"
"1096-32";"F"
"1096-32";"AMZN"
"1096-32";"CCL"
"1096-32";"BMY"
"1096-32";"INTC"
"1096-32";"VFC"
"1096-54";"CSX"
"1099-16";"BCI.SN"
"1099-16";"CCU.SN"
"1099-16";"ENELCHILE.SN"
"1099-16";"GOOG"
"1099-16";"ZOFRI.SN"
"1099-16";"AMD"
"1099-16";"SQM-B.SN"
"1104-19";"CMPC.SN"
"1104-19";"COLBUN.SN"
"1104-19";"CENCOSUD.SN"
"1104-19";"MALLPLAZA.SN"
"1104-19";"ECL.SN"
"1104-19";"ILC.SN"
"1104-19";"CAP.SN"
"1104-19";"COPEC.SN"
"1104-96";"SALFACORP.SN"
"1104-96";"SMU.SN"
"1104-96";"ITAUCL.SN"
"1104-96";"FALABELLA.SN"
"1105-62";"AMD"
"1105-62";"WBD"
"1105-62";"INTC"
"1105-98";"SQM-B.SN"
"1105-98";"CVS"
"1105-98";"AGUAS-A.SN"
"1105-98";"ZOFRI.SN"
"1105-98";"CHILE.SN"
"1105-98";"COPEC.SN"
"1105-98";"CCU.SN"
"1105-98";"ITAUCL.SN"
"1105-98";"MASISA.SN"
"1105-98";"COLBUN.SN"
"1106-77";"HITES.SN"
"1106-77";"AGUAS-A.SN"
"1106-77";"AMD"
"1106-77";"CMPC.SN"
"1106-77";"CMCSA"
"1106-77";"ITAUCL.SN"
"1106-77";"COPEC.SN"
"1109-75";"BKR"
"1109-75";"INTC"
"1109-75";"NVDA"
"1109-75";"NFLX"
"1109-75";"CHILE.SN"
"1109-75";"COLBUN.SN"
"1115-50";"ZOFRI.SN"
"1115-50";"ENELCHILE.SN"
"1115-50";"AMD"
"1115-50";"HBAN"
"1115-50";"INTC"
"1115-50";"CCU.SN"
"1119-12";"PFE"
"1119-12";"QUINENCO.SN"
"1119-12";"WBD"
"1119-12";"BAC"
"1120-81";"LTM.SN"
"1120-81";"LAS-CONDES.SN"
"1120-81";"CHILE.SN"
"1120-81";"CCU.SN"
"1120-81";"ENTEL.SN"
"1120-81";"COLBUN.SN"
"1121-35";"VAPORES.SN"
"1121-35";"SQM-B.SN"
"1123-78";"GOOG"
"1123-78";"DIS"
"1123-78";"AAPL"
"1123-78";"ENELAM.SN"
"1123-78";"F"
"1123-78";"ENELCHILE.SN"
"1123-78";"MSFT"
"1123-78";"T"
"1123-78";"ANDINA-A.SN"
"1123-78";"PFE"
"1128-25";"SQM-B.SN"
"1128-25";"SMU.SN"
"1128-25";"AAISA.SN"
"1128-25";"COLBUN.SN"
"1128-25";"LTM.SN"
"1128-39";"COLBUN.SN"
"1128-39";"BESALCO.SN"
"1128-39";"CAP.SN"
"1128-39";"CHILE.SN"
"1128-39";"CMPC.SN"
"1128-39";"LTM.SN"
"1128-39";"BA"
"1128-39";"COPEC.SN"
"1128-39";"VAPORES.SN"
"1128-39";"ENELCHILE.SN"
"1129-49";"AMD"
"1129-49";"DOC"
"1129-49";"INTC"
"1129-49";"ITAUCL.SN"
"1129-49";"CCL"
"1129-49";"PARAUCO.SN"
"1131-48";"FALABELLA.SN"
"1131-48";"EMBONOR-B.SN"
"1131-48";"AGUAS-A.SN"
"1131-48";"ANDINA-B.SN"
"1131-48";"BSANTANDER.SN"
"1131-48";"HITES.SN"
"1131-48";"CENCOSUD.SN"
"1131-48";"SONDA.SN"
"1131-48";"CCU.SN"
"1131-48";"COPEC.SN"
"1131-64";"HABITAT.SN"
"1131-64";"LTM.SN"
"1131-64";"CMPC.SN"
"1131-64";"CHILE.SN"
"1131-64";"ABC.SN"
"1131-64";"VAPORES.SN"
"1131-64";"COLBUN.SN"
"1131-64";"MASISA.SN"
"1131-64";"ITAUCL.SN"
"1131-64";"CENCOSUD.SN"
"1138-37";"ENELAM.SN"
"1138-37";"ZOFRI.SN"
"1138-37";"MALLPLAZA.SN"
"1138-37";"HITES.SN"
"1138-37";"COLBUN.SN"
"1138-37";"FALABELLA.SN"
"1139-90";"SMU.SN"
"1139-90";"MALLPLAZA.SN"
"1139-90";"ABC.SN"
"1145-18";"COPEC.SN"
"1145-18";"SMU.SN"
"1145-18";"QUINENCO.SN"
"1145-18";"CHILE.SN"
"1145-18";"SONDA.SN"
"1145-18";"CENCOSUD.SN"
"1145-18";"COLBUN.SN"
"1145-18";"BAC"
"1145-18";"GOOG"
"1145-18";"AAISA.SN"
"1145-33";"CCU.SN"
"1145-33";"LTM.SN"
"1145-33";"CAP.SN"
"1147-94";"SALFACORP.SN"
"1147-94";"CENCOSUD.SN"
"1147-94";"SOCOVESA.SN"
"1147-94";"AGUAS-A.SN"
"1147-94";"IAM.SN"
"1147-94";"FALABELLA.SN"
"1147-94";"VAPORES.SN"
"1147-94";"CHILE.SN"
"1148-54";"COPEC.SN"
"1148-54";"CENCOSUD.SN"
"1148-54";"VAPORES.SN"
"1148-54";"AAISA.SN"
"1150-57";"SQM-B.SN"
"1150-57";"ANDINA-B.SN"
"1150-57";"AGUAS-A.SN"
"1150-57";"CONCHATORO.SN"
"1150-57";"CHILE.SN"
"1150-74";"ITAUCL.SN"
"1150-74";"ENELCHILE.SN"
"1150-74";"ENELAM.SN"
"1150-74";"IAM.SN"
"1150-74";"AGUAS-A.SN"
"1155-18";"SMU.SN"
"1155-18";"COPEC.SN"
"1155-18";"CMCSA"
"1155-18";"SONDA.SN"
"1155-18";"LTM.SN"
"1155-18";"NITRATOS.SN"
"1155-18";"MALLPLAZA.SN"
"1155-18";"ENELAM.SN"
"1155-18";"INTC"
"1155-18";"AAPL"
"1157-16";"ITAUCL.SN"
"1157-16";"ANDINA-B.SN"
"1157-16";"EMBONOR-B.SN"
"1157-16";"ENELCHILE.SN"
"1157-16";"NITRATOS.SN"
"1157-16";"PARAUCO.SN"
"1157-16";"SQM-B.SN"
"1157-59";"ENELCHILE.SN"
"1157-59";"BSX"
"1157-59";"BCI.SN"
"1162-24";"INTC"
"1162-24";"CHILE.SN"
"1162-24";"SMU.SN"
"1162-24";"AMD"
"1162-24";"HBAN"
"1162-84";"SOQUICOM.SN"
"1163-52";"BCI.SN"
"1163-52";"MASISA.SN"
"1163-52";"CHILE.SN"
"1163-52";"SQM-B.SN"
"1163-61";"BSANTANDER.SN"
"1163-61";"ANDINA-B.SN"
"1164-87";"SQM-B.SN"
"1164-87";"LTM.SN"
"1164-87";"CCU.SN"
"1164-87";"MASISA.SN"
"1167-19";"COLBUN.SN"
"1167-19";"AMD"
"1167-19";"NFLX"
"1167-19";"SQM-B.SN"
"1167-19";"SOCOVESA.SN"
"1168-42";"BCI.SN"
"1168-42";"LTM.SN"
"1168-42";"FALABELLA.SN"
"1168-42";"ENELGXCH.SN"
"1168-42";"ENELCHILE.SN"
"1168-42";"ANDINA-B.SN"
"1168-42";"COPEC.SN"
"1168-42";"LAS-CONDES.SN"
"1168-42";"SMU.SN"
"1168-71";"BSANTANDER.SN"
"1168-71";"SONDA.SN"
"1168-71";"SMU.SN"
"1168-71";"ANDINA-B.SN"
"1168-71";"ANDINA-A.SN"
"1168-71";"T"
"1168-71";"BESALCO.SN"
"1168-71";"CHILE.SN"
"1168-71";"MU"
"1168-71";"COPEC.SN"
"1170-34";"FALABELLA.SN"
"1170-34";"ENELGXCH.SN"
"1170-34";"AMZN"
"1170-34";"ANDINA-B.SN"
"1170-34";"MU"
"1170-34";"INTC"
"1170-34";"CENCOSUD.SN"
"1170-66";"COPEC.SN"
"1170-66";"CCU.SN"
"1170-66";"PARAUCO.SN"
"1170-66";"ITAUCL.SN"
"1170-66";"SQM-A.SN"
"1170-66";"BSANTANDER.SN"
"1170-66";"LTM.SN"
"1170-66";"CONCHATORO.SN"
"1170-66";"COLBUN.SN"
"1171-57";"CENCOSUD.SN"
"1171-57";"GOOGL"
"1171-57";"AMD"
"1171-57";"PFE"
"1171-57";"NVDA"
"1171-57";"AMZN"
"1171-57";"GM"
"1171-57";"MSFT"
"1171-57";"CMPC.SN"
"1173-62";"COLBUN.SN"
"1173-62";"BA"
"1173-62";"CENCOSUD.SN"
"1173-62";"SALFACORP.SN"
"1174-49";"MALLPLAZA.SN"
"1174-49";"F"
"1174-49";"CMPC.SN"
"1174-49";"AVGO"
"1174-92";"AAISA.SN"
"1174-92";"CENCOSUD.SN"
"1174-92";"AGUAS-A.SN"
"1174-92";"ITAUCL.SN"
"1174-92";"COLBUN.SN"
"1180-89";"ITAUCL.SN"
"1180-89";"NITRATOS.SN"
"1180-89";"SQM-B.SN"
"1180-89";"VAPORES.SN"
"1181-40";"NWL"
"1181-40";"TSLA"
"1181-40";"AAPL"
"1181-40";"GOOG"
"1181-40";"T"
"1181-40";"CCL"
"1181-40";"CVX"
"1181-40";"AMZN"
"1183-10";"CCL"
"1183-10";"ENELAM.SN"
"1183-10";"T"
"1183-10";"SQM-B.SN"
"1183-10";"ENELCHILE.SN"
"1183-10";"CMPC.SN"
"1183-10";"ORO-BLANCO.SN"
"1183-10";"BESALCO.SN"
"1183-10";"AAPL"
"1183-40";"ECL.SN"
"1183-40";"AMZN"
"1183-40";"NFLX"
"1183-40";"SMU.SN"
"1183-40";"FALABELLA.SN"
"1183-90";"RIPLEY.SN"
"1183-90";"LTM.SN"
"1183-90";"ENELAM.SN"
"1184-37";"CENCOSUD.SN"
"1184-37";"FALABELLA.SN"
"1184-37";"COLBUN.SN"
"1184-37";"BESALCO.SN"
"1184-57";"LTM.SN"
"1184-57";"CMPC.SN"
"1184-57";"USB"
"1184-57";"EMBONOR-B.SN"
"1184-57";"COPEC.SN"
"1184-86";"CMPC.SN"
"1184-86";"SALFACORP.SN"
"1184-86";"AMAT"
"1184-86";"CENCOSUD.SN"
"1184-86";"CHILE.SN"
"1185-22";"CMPC.SN"
"1185-22";"BSANTANDER.SN"
"1186-56";"PARAUCO.SN"
"1186-56";"VAPORES.SN"
"1186-56";"FALABELLA.SN"
"1186-56";"SQM-A.SN"
"1186-56";"SQM-B.SN"
"1187-42";"SALFACORP.SN"
"1187-42";"NOW"
"1191-89";"BSANTANDER.SN"
"1191-89";"CMPC.SN"
"1191-89";"CENCOSUD.SN"
"1191-89";"HABITAT.SN"
"1191-89";"MALLPLAZA.SN"
"1191-89";"SMU.SN"
"1191-89";"RIPLEY.SN"
"1194-67";"HABITAT.SN"
"1194-67";"CHILE.SN"
"1194-67";"AGUAS-A.SN"
"1194-67";"COLBUN.SN"
"1194-67";"ENELCHILE.SN"
"1194-67";"ENELGXCH.SN"
"1194-67";"MALLPLAZA.SN"
"1195-81";"ENELAM.SN"
"1195-81";"EMBONOR-B.SN"
"1195-81";"FALABELLA.SN"
"1195-81";"ANDINA-B.SN"
"1195-81";"COPEC.SN"
"1195-81";"MASISA.SN"
"1195-81";"LTM.SN"
"1195-81";"SMU.SN"
"1195-81";"SQM-B.SN"
"1199-49";"CMCSA"
"1199-49";"APH"
"1199-49";"WBD"
"1199-49";"AAPL"
"1199-49";"F"
"1199-49";"BAC"
"1199-77";"SONDA.SN"
"1199-77";"AAPL"
"1199-77";"HBAN"
"1200-22";"SMU.SN"
"1200-22";"SQM-B.SN"
"1200-22";"BAC"
"1200-22";"T"
"1200-22";"AVGO"
"1203-92";"LTM.SN"
"1203-92";"PROVIDA.SN"
"1203-92";"ENELCHILE.SN"
"1203-92";"ANTARCHILE.SN"
"1203-92";"ENELAM.SN"
"1203-92";"AGUAS-A.SN"
"1203-92";"SQM-B.SN"
"1204-29";"ITAUCL.SN"
"1204-29";"COPEC.SN"
"1204-29";"ENELCHILE.SN"
"1204-29";"CCU.SN"
"1204-29";"SALFACORP.SN"
"1204-29";"AGUAS-A.SN"
"1204-29";"CENCOSUD.SN"
"1204-29";"ABC.SN"
"1204-29";"COLBUN.SN"
"1204-91";"CHILE.SN"
"1204-91";"COLBUN.SN"
"1206-38";"MALLPLAZA.SN"
"1206-38";"ANDINA-B.SN"
"1206-38";"INVERCAP.SN"
"1206-38";"ITAUCL.SN"
"1209-83";"SQM-B.SN"
"1209-83";"HABITAT.SN"
"1209-83";"COPEC.SN"
"1209-83";"ABC.SN"
"1209-83";"CMPC.SN"
"1209-83";"ENELGXCH.SN"
"1209-83";"CHILE.SN"
"1209-83";"BCI.SN"
"1210-61";"FALABELLA.SN"
"1210-61";"ECL.SN"
"1210-61";"CENCOSUD.SN"
"1210-61";"CCU.SN"
"1210-61";"SMU.SN"
"1210-61";"MASISA.SN"
"1210-61";"COPEC.SN"
"1215-74";"COLBUN.SN"
"1215-74";"FALABELLA.SN"
"1215-74";"MALLPLAZA.SN"
"1215-74";"SQM-A.SN"
"1216-80";"CCU.SN"
"1216-80";"MALLPLAZA.SN"
"1216-80";"PROVIDA.SN"
"1218-66";"ITAUCL.SN"
"1218-66";"ILC.SN"
"1218-66";"COPEC.SN"
"1218-66";"VAPORES.SN"
"1220-51";"COPEC.SN"
"1220-51";"ENTEL.SN"
"1220-51";"SOQUICOM.SN"
"1220-51";"ANDINA-B.SN"
"1220-51";"BSANTANDER.SN"
"1220-51";"PARAUCO.SN"
"1220-62";"CSCO"
"1220-94";"ILC.SN"
"1221-94";"ORO-BLANCO.SN"
"1221-94";"AGUAS-A.SN"
"1221-94";"TFC"
"1221-94";"COPEC.SN"
"1223-70";"COLBUN.SN"
"1223-70";"ANTARCHILE.SN"
"1223-70";"CONCHATORO.SN"
"1223-70";"ITAUCL.SN"
"1223-70";"ENELAM.SN"
"1223-70";"LTM.SN"
"1223-70";"HITES.SN"
"1223-70";"MALLPLAZA.SN"
"1224-49";"INTC"
"1224-49";"EQT"
"1224-49";"WBD"
"1224-49";"GOOGL"
"1224-49";"PROVIDA.SN"
"1224-49";"AMZN"
"1224-49";"T"
"1224-54";"CENCOMALLS.SN"
"1224-54";"BCI.SN"
"1224-54";"CHILE.SN"
"1228-84";"COPEC.SN"
"1228-84";"ANDINA-B.SN"
"1228-84";"PROVIDA.SN"
"1228-84";"QUINENCO.SN"
"1228-84";"ITAUCL.SN"
"1228-84";"CENCOSUD.SN"
"1228-84";"EMBONOR-B.SN"
"1228-84";"VAPORES.SN"
"1229-18";"CSCO"
"1229-18";"ANDINA-B.SN"
"1229-18";"SONDA.SN"
"1229-18";"CENCOSUD.SN"
"1229-96";"PFE"
"1229-96";"COPEC.SN"
"1229-96";"COLBUN.SN"
"1229-96";"GOOGL"
"1230-68";"CMPC.SN"
"1230-68";"CENCOMALLS.SN"
"1230-68";"ITAUCL.SN"
"1230-68";"SQM-B.SN"
"1231-20";"CCU.SN"
"1231-20";"LTM.SN"
"1231-20";"CMPC.SN"
"1231-20";"MALLPLAZA.SN"
"1231-20";"PARAUCO.SN"
"1231-20";"CAP.SN"
"1231-20";"SOQUICOM.SN"
"1231-20";"ENELCHILE.SN"
"1231-20";"BSANTANDER.SN"
"1231-20";"ABC.SN"
"1232-72";"HITES.SN"
"1232-72";"WFC"
"1233-82";"CSX"
"1234-51";"LTM.SN"
"1234-51";"EMBONOR-B.SN"
"1234-51";"MALLPLAZA.SN"
"1234-51";"PARAUCO.SN"
"1234-51";"COLBUN.SN"
"1234-51";"SOQUICOM.SN"
"1235-45";"BAC"
"1235-45";"MSFT"
"1235-45";"F"
"1235-45";"BSANTANDER.SN"
"1235-45";"CCU.SN"
"1235-62";"COLBUN.SN"
"1235-62";"CENCOSUD.SN"
"1235-95";"BCI.SN"
"1235-95";"LTM.SN"
"1235-95";"TSLA"
"1235-95";"MALLPLAZA.SN"
"1235-95";"GOOG"
"1235-95";"SOCOVESA.SN"
"1235-95";"NFLX"
"1235-95";"NVDA"
"1235-95";"AES"
"1237-64";"SONDA.SN"
"1237-64";"PEP"
"1237-64";"ENELAM.SN"
"1237-64";"PARAUCO.SN"
"1237-64";"ECL.SN"
"1237-64";"CONCHATORO.SN"
"1237-64";"LTM.SN"
"1237-64";"BSANTANDER.SN"
"1237-64";"ENELCHILE.SN"
"1237-71";"TFC"
"1237-71";"VAPORES.SN"
"1237-71";"MASISA.SN"
"1237-71";"BAC"
"1237-71";"MALLPLAZA.SN"
"1237-71";"HBAN"
"1237-71";"T"
"1237-71";"BSANTANDER.SN"
"1237-81";"FALABELLA.SN"
"1237-81";"LTM.SN"
"1237-81";"CENCOMALLS.SN"
"1237-81";"CENCOSUD.SN"
"1237-81";"ENELAM.SN"
"1237-81";"LAS-CONDES.SN"
"1237-81";"COLBUN.SN"
"1237-81";"QUINENCO.SN"
"1238-84";"EMBONOR-B.SN"
"1238-84";"COLBUN.SN"
"1238-84";"BSANTANDER.SN"
"1238-84";"CENCOMALLS.SN"
"1238-84";"SQM-B.SN"
"1238-84";"CHILE.SN"
"1238-84";"CCU.SN"
"1238-84";"SQM-A.SN"
"1241-33";"MO"
"1241-66";"EQT"
"1241-66";"LTM.SN"
"1241-66";"WBD"
"1241-66";"VAPORES.SN"
"1241-66";"AMD"
"1241-66";"TSLA"
"1244-13";"AAISA.SN"
"1244-16";"PARAUCO.SN"
"1244-16";"SQM-B.SN"
"1244-16";"ENELAM.SN"
"1244-16";"CENCOSUD.SN"
"1244-16";"EMBONOR-B.SN"
"1245-20";"COPEC.SN"
"1245-20";"SMU.SN"
"1245-20";"ENELCHILE.SN"
"1245-20";"CONCHATORO.SN"
"1250-53";"CENCOSUD.SN"
"1250-53";"VAPORES.SN"
"1250-53";"CCU.SN"
"1250-53";"ITAUCL.SN"
"1250-53";"NITRATOS.SN"
"1253-78";"CMPC.SN"
"1253-78";"LTM.SN"
"1253-78";"HABITAT.SN"
"1253-78";"BSANTANDER.SN"
"1254-71";"BSANTANDER.SN"
"1254-71";"BCI.SN"
"1254-71";"KMI"
"1257-25";"CCU.SN"
"1257-25";"COPEC.SN"
"1258-66";"ENELAM.SN"
"1258-66";"BSANTANDER.SN"
"1258-66";"MALLPLAZA.SN"
"1258-66";"PARAUCO.SN"
"1258-66";"CENCOMALLS.SN"
"1260-68";"PARAUCO.SN"
"1260-68";"COPEC.SN"
"1260-68";"SQM-B.SN"
"1260-68";"SALFACORP.SN"
"1260-68";"ANDINA-B.SN"
"1261-75";"AAPL"
"1261-75";"CCL"
"1261-75";"MDT"
"1261-75";"NEE"
"1261-75";"F"
"1261-75";"CENCOSUD.SN"
"1261-75";"VAPORES.SN"
